,date, Population, Annual % Change,Country
141,2091-12-31,5106061,-0.2,finland
142,2092-12-31,5096132,-0.19,finland
143,2093-12-31,5086510,-0.19,finland
144,2094-12-31,5077081,-0.19,finland
145,2095-12-31,5067882,-0.18,finland
146,2096-12-31,5058909,-0.18,finland
147,2097-12-31,5050024,-0.18,finland
148,2098-12-31,5041185,-0.18,finland
149,2099-12-31,5032503,-0.17,finland
150,2100-12-31,5023926,-0.17,finland
0,1950-12-31,41842355,,france
1,1951-12-31,42196657,0.85,france
2,1952-12-31,42542401,0.82,france
3,1953-12-31,42883297,0.8,france
4,1954-12-31,43225643,0.8,france
5,1955-12-31,43593851,0.85,france
6,1956-12-31,43959221,0.84,france
7,1957-12-31,44338091,0.86,france
8,1958-12-31,44754358,0.94,france
9,1959-12-31,45201849,1.0,france
10,1960-12-31,45659575,1.01,france
11,1961-12-31,46143030,1.06,france
12,1962-12-31,46635189,1.07,france
13,1963-12-31,47121247,1.04,france
14,1964-12-31,47641952,1.11,france
15,1965-12-31,48168804,1.11,france
16,1966-12-31,48683086,1.07,france
17,1967-12-31,49181410,1.02,france
18,1968-12-31,49647279,0.95,france
19,1969-12-31,50087049,0.89,france
20,1970-12-31,50523586,0.87,france
21,1971-12-31,50970698,0.88,france
22,1972-12-31,51410363,0.86,france
23,1973-12-31,51814075,0.79,france
24,1974-12-31,52163552,0.67,france
25,1975-12-31,52450030,0.55,france
26,1976-12-31,52685266,0.45,france
27,1977-12-31,52925442,0.46,france
28,1978-12-31,53175309,0.47,france
29,1979-12-31,53428781,0.48,france
30,1980-12-31,53713830,0.53,france
31,1981-12-31,54016749,0.56,france
32,1982-12-31,54319646,0.56,france
33,1983-12-31,54592379,0.5,france
34,1984-12-31,54845980,0.46,france
35,1985-12-31,55108106,0.48,france
36,1986-12-31,55371639,0.48,france
37,1987-12-31,55641541,0.49,france
38,1988-12-31,55911478,0.49,france
39,1989-12-31,56169948,0.46,france
40,1990-12-31,56412897,0.43,france
41,1991-12-31,56645215,0.41,france
42,1992-12-31,56864048,0.39,france
43,1993-12-31,57053732,0.33,france
44,1994-12-31,57230065,0.31,france
45,1995-12-31,57420354,0.33,france
46,1996-12-31,57623178,0.35,france
47,1997-12-31,57839363,0.38,france
48,1998-12-31,58080344,0.42,france
49,1999-12-31,58352208,0.47,france
50,2000-12-31,58665453,0.54,france
51,2001-12-31,59014772,0.6,france
52,2002-12-31,59372786,0.61,france
53,2003-12-31,59728262,0.6,france
54,2004-12-31,60108438,0.64,france
55,2005-12-31,60510079,0.67,france
56,2006-12-31,60919150,0.68,france
57,2007-12-31,61329376,0.67,france
58,2008-12-31,61721009,0.64,france
59,2009-12-31,62093296,0.6,france
60,2010-12-31,62444567,0.57,france
61,2011-12-31,62775268,0.53,france
62,2012-12-31,63071416,0.47,france
63,2013-12-31,63335180,0.42,france
64,2014-12-31,63588491,0.4,france
65,2015-12-31,63809769,0.35,france
66,2016-12-31,63989319,0.28,france
67,2017-12-31,64144086,0.24,france
68,2018-12-31,64277808,0.21,france
69,2019-12-31,64399759,0.19,france
70,2020-12-31,64480053,0.12,france
71,2021-12-31,64531444,0.08,france
72,2022-12-31,64626628,0.15,france
73,2023-12-31,64756584,0.2,france
74,2024-12-31,64881830,0.19,france
75,2025-12-31,65003384,0.19,france
76,2026-12-31,65121251,0.18,france
77,2027-12-31,65232615,0.17,france
78,2028-12-31,65340179,0.16,france
79,2029-12-31,65445007,0.16,france
80,2030-12-31,65543452,0.15,france
81,2031-12-31,65638631,0.15,france
82,2032-12-31,65730716,0.14,france
83,2033-12-31,65817039,0.13,france
84,2034-12-31,65894943,0.12,france
85,2035-12-31,65962123,0.1,france
86,2036-12-31,66018497,0.09,france
87,2037-12-31,66064851,0.07,france
88,2038-12-31,66102758,0.06,france
89,2039-12-31,66131331,0.04,france
90,2040-12-31,66150546,0.03,france
91,2041-12-31,66159894,0.01,france
92,2042-12-31,66159385,0.0,france
93,2043-12-31,66149696,-0.01,france
94,2044-12-31,66129829,-0.03,france
95,2045-12-31,66099099,-0.05,france
96,2046-12-31,66058684,-0.06,france
97,2047-12-31,66011064,-0.07,france
98,2048-12-31,65956429,-0.08,france
99,2049-12-31,65895052,-0.09,france
100,2050-12-31,65827072,-0.1,france
101,2051-12-31,65752153,-0.11,france
102,2052-12-31,65672498,-0.12,france
103,2053-12-31,65587444,-0.13,france
104,2054-12-31,65497933,-0.14,france
105,2055-12-31,65405050,-0.14,france
106,2056-12-31,65308396,-0.15,france
107,2057-12-31,65210054,-0.15,france
108,2058-12-31,65109485,-0.15,france
109,2059-12-31,65006394,-0.16,france
110,2060-12-31,64902969,-0.16,france
111,2061-12-31,64800486,-0.16,france
112,2062-12-31,64698406,-0.16,france
113,2063-12-31,64596835,-0.16,france
114,2064-12-31,64496627,-0.16,france
115,2065-12-31,64398802,-0.15,france
116,2066-12-31,64303156,-0.15,france
117,2067-12-31,64208571,-0.15,france
118,2068-12-31,64115158,-0.15,france
119,2069-12-31,64023734,-0.14,france
120,2070-12-31,63933476,-0.14,france
121,2071-12-31,63842865,-0.14,france
122,2072-12-31,63752779,-0.14,france
123,2073-12-31,63664702,-0.14,france
124,2074-12-31,63577808,-0.14,france
125,2075-12-31,63490236,-0.14,france
126,2076-12-31,63401066,-0.14,france
127,2077-12-31,63309457,-0.14,france
128,2078-12-31,63215268,-0.15,france
129,2079-12-31,63119666,-0.15,france
130,2080-12-31,63021789,-0.16,france
131,2081-12-31,62920934,-0.16,france
132,2082-12-31,62819027,-0.16,france
133,2083-12-31,62716073,-0.16,france
134,2084-12-31,62610510,-0.17,france
135,2085-12-31,62504050,-0.17,france
136,2086-12-31,62398053,-0.17,france
137,2087-12-31,62291707,-0.17,france
138,2088-12-31,62184051,-0.17,france
139,2089-12-31,62075149,-0.18,france
140,2090-12-31,61965784,-0.18,france
141,2091-12-31,61856046,-0.18,france
142,2092-12-31,61746414,-0.18,france
143,2093-12-31,61636868,-0.18,france
144,2094-12-31,61526772,-0.18,france
145,2095-12-31,61416439,-0.18,france
146,2096-12-31,61305559,-0.18,france
147,2097-12-31,61192979,-0.18,france
148,2098-12-31,61080057,-0.18,france
149,2099-12-31,60966567,-0.19,france
150,2100-12-31,60851673,-0.19,france
0,1950-12-31,70964095,,germany
1,1951-12-31,70820042,-0.2,germany
2,1952-12-31,70808373,-0.02,germany
3,1953-12-31,70879443,0.1,germany
4,1954-12-31,71020731,0.2,germany
5,1955-12-31,71222628,0.28,germany
6,1956-12-31,71473269,0.35,germany
7,1957-12-31,71771634,0.42,germany
8,1958-12-31,72136470,0.51,germany
9,1959-12-31,72578945,0.61,germany
10,1960-12-31,73063695,0.67,germany
11,1961-12-31,73604346,0.74,germany
12,1962-12-31,74194417,0.8,germany
13,1963-12-31,74796217,0.81,germany
14,1964-12-31,75423245,0.84,germany
15,1965-12-31,76037469,0.81,germany
16,1966-12-31,76618716,0.76,germany
17,1967-12-31,77173553,0.72,germany
18,1968-12-31,77646126,0.61,germany
19,1969-12-31,78012485,0.47,germany
20,1970-12-31,78294583,0.36,germany
21,1971-12-31,78511398,0.28,germany
22,1972-12-31,78643556,0.17,germany
23,1973-12-31,78667466,0.03,germany
24,1974-12-31,78620534,-0.06,germany
25,1975-12-31,78513511,-0.14,germany
26,1976-12-31,78364216,-0.19,germany
27,1977-12-31,78221272,-0.18,germany
28,1978-12-31,78071549,-0.19,germany
29,1979-12-31,77915727,-0.2,germany
30,1980-12-31,77786703,-0.17,germany
31,1981-12-31,77684489,-0.13,germany
32,1982-12-31,77610430,-0.1,germany
33,1983-12-31,77566064,-0.06,germany
34,1984-12-31,77568572,0.0,germany
35,1985-12-31,77638808,0.09,germany
36,1986-12-31,77803357,0.21,germany
37,1987-12-31,78090895,0.37,germany
38,1988-12-31,78477530,0.5,germany
39,1989-12-31,78916438,0.56,germany
40,1990-12-31,79370196,0.57,germany
41,1991-12-31,79801988,0.54,germany
42,1992-12-31,80205030,0.51,germany
43,1993-12-31,80573488,0.46,germany
44,1994-12-31,80882126,0.38,germany
45,1995-12-31,81123262,0.3,germany
46,1996-12-31,81300865,0.22,germany
47,1997-12-31,81436087,0.17,germany
48,1998-12-31,81524383,0.11,germany
49,1999-12-31,81556965,0.04,germany
50,2000-12-31,81551677,-0.01,germany
51,2001-12-31,81514568,-0.05,germany
52,2002-12-31,81443427,-0.09,germany
53,2003-12-31,81346810,-0.12,germany
54,2004-12-31,81266673,-0.1,germany
55,2005-12-31,81212168,-0.07,germany
56,2006-12-31,81177817,-0.04,germany
57,2007-12-31,81183830,0.01,germany
58,2008-12-31,81217482,0.04,germany
59,2009-12-31,81260615,0.05,germany
60,2010-12-31,81325090,0.08,germany
61,2011-12-31,81423378,0.12,germany
62,2012-12-31,81545565,0.15,germany
63,2013-12-31,81680591,0.17,germany
64,2014-12-31,81858825,0.22,germany
65,2015-12-31,82073226,0.26,germany
66,2016-12-31,82331423,0.31,germany
67,2017-12-31,82624374,0.36,germany
68,2018-12-31,82896696,0.33,germany
69,2019-12-31,83148141,0.3,germany
70,2020-12-31,83328988,0.22,germany
71,2021-12-31,83408554,0.1,germany
72,2022-12-31,83369843,-0.05,germany
73,2023-12-31,83294633,-0.09,germany
74,2024-12-31,83252474,-0.05,germany
75,2025-12-31,83199069,-0.06,germany
76,2026-12-31,83134876,-0.08,germany
77,2027-12-31,83058838,-0.09,germany
78,2028-12-31,82971793,-0.1,germany
79,2029-12-31,82873294,-0.12,germany
80,2030-12-31,82762675,-0.13,germany
81,2031-12-31,82643647,-0.14,germany
82,2032-12-31,82515755,-0.15,germany
83,2033-12-31,82377569,-0.17,germany
84,2034-12-31,82230377,-0.18,germany
85,2035-12-31,82073885,-0.19,germany
86,2036-12-31,81910193,-0.2,germany
87,2037-12-31,81742143,-0.21,germany
88,2038-12-31,81569127,-0.21,germany
89,2039-12-31,81389361,-0.22,germany
90,2040-12-31,81201103,-0.23,germany
91,2041-12-31,81006024,-0.24,germany
92,2042-12-31,80804806,-0.25,germany
93,2043-12-31,80596076,-0.26,germany
94,2044-12-31,80379918,-0.27,germany
95,2045-12-31,80157776,-0.28,germany
96,2046-12-31,79928542,-0.29,germany
97,2047-12-31,79691578,-0.3,germany
98,2048-12-31,79446826,-0.31,germany
99,2049-12-31,79193152,-0.32,germany
100,2050-12-31,78932228,-0.33,germany
101,2051-12-31,78665188,-0.34,germany
102,2052-12-31,78391674,-0.35,germany
103,2053-12-31,78112716,-0.36,germany
104,2054-12-31,77830769,-0.36,germany
105,2055-12-31,77545526,-0.37,germany
106,2056-12-31,77257539,-0.37,germany
107,2057-12-31,76969951,-0.37,germany
108,2058-12-31,76685629,-0.37,germany
109,2059-12-31,76405360,-0.37,germany
110,2060-12-31,76130208,-0.36,germany
111,2061-12-31,75862235,-0.35,germany
112,2062-12-31,75602682,-0.34,germany
113,2063-12-31,75353041,-0.33,germany
114,2064-12-31,75113485,-0.32,germany
115,2065-12-31,74884119,-0.31,germany
116,2066-12-31,74663932,-0.29,germany
117,2067-12-31,74450625,-0.29,germany
118,2068-12-31,74243912,-0.28,germany
119,2069-12-31,74043688,-0.27,germany
120,2070-12-31,73848370,-0.26,germany
121,2071-12-31,73655671,-0.26,germany
122,2072-12-31,73463457,-0.26,germany
123,2073-12-31,73270699,-0.26,germany
124,2074-12-31,73077408,-0.26,germany
125,2075-12-31,72883375,-0.27,germany
126,2076-12-31,72689184,-0.27,germany
127,2077-12-31,72495166,-0.27,germany
128,2078-12-31,72299996,-0.27,germany
129,2079-12-31,72104751,-0.27,germany
130,2080-12-31,71910856,-0.27,germany
131,2081-12-31,71717186,-0.27,germany
132,2082-12-31,71523819,-0.27,germany
133,2083-12-31,71332955,-0.27,germany
134,2084-12-31,71145751,-0.26,germany
135,2085-12-31,70963140,-0.26,germany
136,2086-12-31,70784979,-0.25,germany
137,2087-12-31,70611359,-0.25,germany
138,2088-12-31,70444086,-0.24,germany
139,2089-12-31,70284069,-0.23,germany
140,2090-12-31,70130955,-0.22,germany
141,2091-12-31,69983583,-0.21,germany
142,2092-12-31,69842458,-0.2,germany
143,2093-12-31,69709011,-0.19,germany
144,2094-12-31,69582707,-0.18,germany
145,2095-12-31,69462190,-0.17,germany
146,2096-12-31,69347299,-0.17,germany
147,2097-12-31,69237822,-0.16,germany
148,2098-12-31,69133243,-0.15,germany
149,2099-12-31,69033371,-0.14,germany
150,2100-12-31,68936102,-0.14,germany
0,1950-12-31,7669099,,greece
1,1951-12-31,7766344,1.27,greece
2,1952-12-31,7863877,1.26,greece
3,1953-12-31,7959592,1.22,greece
4,1954-12-31,8052760,1.17,greece
5,1955-12-31,8146022,1.16,greece
6,1956-12-31,8234417,1.09,greece
7,1957-12-31,8313971,0.97,greece
8,1958-12-31,8385149,0.86,greece
9,1959-12-31,8447073,0.74,greece
10,1960-12-31,8495415,0.57,greece
11,1961-12-31,8526469,0.37,greece
12,1962-12-31,8540805,0.17,greece
13,1963-12-31,8541792,0.01,greece
14,1964-12-31,8534890,-0.08,greece
15,1965-12-31,8526254,-0.1,greece
16,1966-12-31,8520630,-0.07,greece
17,1967-12-31,8518067,-0.03,greece
18,1968-12-31,8518837,0.01,greece
19,1969-12-31,8526138,0.09,greece
20,1970-12-31,8544873,0.22,greece
21,1971-12-31,8576109,0.37,greece
22,1972-12-31,8616667,0.47,greece
23,1973-12-31,8666390,0.58,greece
24,1974-12-31,8729701,0.73,greece
25,1975-12-31,8805415,0.87,greece
26,1976-12-31,8890428,0.97,greece
27,1977-12-31,8983236,1.04,greece
28,1978-12-31,9084308,1.13,greece
29,1979-12-31,9194178,1.21,greece
30,1980-12-31,9307148,1.23,greece
31,1981-12-31,9418994,1.2,greece
32,1982-12-31,9528815,1.17,greece
33,1983-12-31,9636353,1.13,greece
34,1984-12-31,9740382,1.08,greece
35,1985-12-31,9840141,1.02,greece
36,1986-12-31,9936726,0.98,greece
37,1987-12-31,10029141,0.93,greece
38,1988-12-31,10120191,0.91,greece
39,1989-12-31,10211979,0.91,greece
40,1990-12-31,10302255,0.88,greece
41,1991-12-31,10391547,0.87,greece
42,1992-12-31,10478388,0.84,greece
43,1993-12-31,10563441,0.81,greece
44,1994-12-31,10647416,0.79,greece
45,1995-12-31,10727927,0.76,greece
46,1996-12-31,10803806,0.71,greece
47,1997-12-31,10875273,0.66,greece
48,1998-12-31,10939475,0.59,greece
49,1999-12-31,10993862,0.5,greece
50,2000-12-31,11038109,0.4,greece
51,2001-12-31,11072182,0.31,greece
52,2002-12-31,11096617,0.22,greece
53,2003-12-31,11110487,0.12,greece
54,2004-12-31,11115091,0.04,greece
55,2005-12-31,11113448,-0.01,greece
56,2006-12-31,11106093,-0.07,greece
57,2007-12-31,11091493,-0.13,greece
58,2008-12-31,11073623,-0.16,greece
59,2009-12-31,11055496,-0.16,greece
60,2010-12-31,11033783,-0.2,greece
61,2011-12-31,11004725,-0.26,greece
62,2012-12-31,10963635,-0.37,greece
63,2013-12-31,10914505,-0.45,greece
64,2014-12-31,10862969,-0.47,greece
65,2015-12-31,10806641,-0.52,greece
66,2016-12-31,10749742,-0.53,greece
67,2017-12-31,10692228,-0.54,greece
68,2018-12-31,10633271,-0.55,greece
69,2019-12-31,10574024,-0.56,greece
70,2020-12-31,10512232,-0.58,greece
71,2021-12-31,10445365,-0.64,greece
72,2022-12-31,10384971,-0.58,greece
73,2023-12-31,10341277,-0.42,greece
74,2024-12-31,10302720,-0.37,greece
75,2025-12-31,10263298,-0.38,greece
76,2026-12-31,10223280,-0.39,greece
77,2027-12-31,10182867,-0.4,greece
78,2028-12-31,10142119,-0.4,greece
79,2029-12-31,10101028,-0.41,greece
80,2030-12-31,10059703,-0.41,greece
81,2031-12-31,10018532,-0.41,greece
82,2032-12-31,9977332,-0.41,greece
83,2033-12-31,9935883,-0.42,greece
84,2034-12-31,9894267,-0.42,greece
85,2035-12-31,9852471,-0.42,greece
86,2036-12-31,9810567,-0.43,greece
87,2037-12-31,9768566,-0.43,greece
88,2038-12-31,9726290,-0.43,greece
89,2039-12-31,9683690,-0.44,greece
90,2040-12-31,9640504,-0.45,greece
91,2041-12-31,9596379,-0.46,greece
92,2042-12-31,9551108,-0.47,greece
93,2043-12-31,9504635,-0.49,greece
94,2044-12-31,9457173,-0.5,greece
95,2045-12-31,9408564,-0.51,greece
96,2046-12-31,9358679,-0.53,greece
97,2047-12-31,9307471,-0.55,greece
98,2048-12-31,9254790,-0.57,greece
99,2049-12-31,9200690,-0.58,greece
100,2050-12-31,9144951,-0.61,greece
101,2051-12-31,9087387,-0.63,greece
102,2052-12-31,9028172,-0.65,greece
103,2053-12-31,8967332,-0.67,greece
104,2054-12-31,8904969,-0.7,greece
105,2055-12-31,8841209,-0.72,greece
106,2056-12-31,8775992,-0.74,greece
107,2057-12-31,8709564,-0.76,greece
108,2058-12-31,8642205,-0.77,greece
109,2059-12-31,8574085,-0.79,greece
110,2060-12-31,8505561,-0.8,greece
111,2061-12-31,8436722,-0.81,greece
112,2062-12-31,8367879,-0.82,greece
113,2063-12-31,8299349,-0.82,greece
114,2064-12-31,8231119,-0.82,greece
115,2065-12-31,8163274,-0.82,greece
116,2066-12-31,8096022,-0.82,greece
117,2067-12-31,8029584,-0.82,greece
118,2068-12-31,7963887,-0.82,greece
119,2069-12-31,7899234,-0.81,greece
120,2070-12-31,7835959,-0.8,greece
121,2071-12-31,7773954,-0.79,greece
122,2072-12-31,7713320,-0.78,greece
123,2073-12-31,7654239,-0.77,greece
124,2074-12-31,7596645,-0.75,greece
125,2075-12-31,7540448,-0.74,greece
126,2076-12-31,7485785,-0.72,greece
127,2077-12-31,7432715,-0.71,greece
128,2078-12-31,7381135,-0.69,greece
129,2079-12-31,7330861,-0.68,greece
130,2080-12-31,7281893,-0.67,greece
131,2081-12-31,7234143,-0.66,greece
132,2082-12-31,7187333,-0.65,greece
133,2083-12-31,7141290,-0.64,greece
134,2084-12-31,7095967,-0.63,greece
135,2085-12-31,7051248,-0.63,greece
136,2086-12-31,7006901,-0.63,greece
137,2087-12-31,6962777,-0.63,greece
138,2088-12-31,6918759,-0.63,greece
139,2089-12-31,6874766,-0.64,greece
140,2090-12-31,6830644,-0.64,greece
141,2091-12-31,6786377,-0.65,greece
142,2092-12-31,6741943,-0.65,greece
143,2093-12-31,6697153,-0.66,greece
144,2094-12-31,6652011,-0.67,greece
145,2095-12-31,6606713,-0.68,greece
146,2096-12-31,6561368,-0.69,greece
147,2097-12-31,6516002,-0.69,greece
148,2098-12-31,6470736,-0.69,greece
149,2099-12-31,6425640,-0.7,greece
150,2100-12-31,6380722,-0.7,greece
0,1950-12-31,9337714,,hungary
1,1951-12-31,9423044,0.91,hungary
2,1952-12-31,9503834,0.86,hungary
3,1953-12-31,9594223,0.95,hungary
4,1954-12-31,9704520,1.15,hungary
5,1955-12-31,9823331,1.22,hungary
6,1956-12-31,9854129,0.31,hungary
7,1957-12-31,9837655,-0.17,hungary
8,1958-12-31,9879818,0.43,hungary
9,1959-12-31,9936018,0.57,hungary
10,1960-12-31,9982610,0.47,hungary
11,1961-12-31,10025847,0.43,hungary
12,1962-12-31,10057458,0.32,hungary
13,1963-12-31,10083327,0.26,hungary
14,1964-12-31,10114174,0.31,hungary
15,1965-12-31,10140853,0.26,hungary
16,1966-12-31,10170085,0.29,hungary
17,1967-12-31,10206826,0.36,hungary
18,1968-12-31,10244338,0.37,hungary
19,1969-12-31,10281121,0.36,hungary
20,1970-12-31,10315366,0.33,hungary
21,1971-12-31,10345364,0.29,hungary
22,1972-12-31,10376617,0.3,hungary
23,1973-12-31,10410508,0.33,hungary
24,1974-12-31,10457947,0.46,hungary
25,1975-12-31,10520237,0.6,hungary
26,1976-12-31,10578508,0.55,hungary
27,1977-12-31,10627916,0.47,hungary
28,1978-12-31,10664862,0.35,hungary
29,1979-12-31,10692715,0.26,hungary
30,1980-12-31,10698679,0.06,hungary
31,1981-12-31,10680620,-0.17,hungary
32,1982-12-31,10655624,-0.23,hungary
33,1983-12-31,10620934,-0.33,hungary
34,1984-12-31,10580906,-0.38,hungary
35,1985-12-31,10542754,-0.36,hungary
36,1986-12-31,10505772,-0.35,hungary
37,1987-12-31,10469192,-0.35,hungary
38,1988-12-31,10434265,-0.33,hungary
39,1989-12-31,10397173,-0.36,hungary
40,1990-12-31,10375989,-0.2,hungary
41,1991-12-31,10374747,-0.01,hungary
42,1992-12-31,10370060,-0.05,hungary
43,1993-12-31,10357421,-0.12,hungary
44,1994-12-31,10342434,-0.14,hungary
45,1995-12-31,10327169,-0.15,hungary
46,1996-12-31,10308267,-0.18,hungary
47,1997-12-31,10286220,-0.21,hungary
48,1998-12-31,10260967,-0.25,hungary
49,1999-12-31,10230256,-0.3,hungary
50,2000-12-31,10202055,-0.28,hungary
51,2001-12-31,10177955,-0.24,hungary
52,2002-12-31,10148401,-0.29,hungary
53,2003-12-31,10118062,-0.3,hungary
54,2004-12-31,10094493,-0.23,hungary
55,2005-12-31,10073525,-0.21,hungary
56,2006-12-31,10057063,-0.16,hungary
57,2007-12-31,10041172,-0.16,hungary
58,2008-12-31,10023510,-0.18,hungary
59,2009-12-31,10008579,-0.15,hungary
60,2010-12-31,9986825,-0.22,hungary
61,2011-12-31,9953245,-0.34,hungary
62,2012-12-31,9922127,-0.31,hungary
63,2013-12-31,9894639,-0.28,hungary
64,2014-12-31,9867901,-0.27,hungary
65,2015-12-31,9844246,-0.24,hungary
66,2016-12-31,9815104,-0.3,hungary
67,2017-12-31,9788941,-0.27,hungary
68,2018-12-31,9776358,-0.13,hungary
69,2019-12-31,9771796,-0.05,hungary
70,2020-12-31,9750573,-0.22,hungary
71,2021-12-31,9709786,-0.42,hungary
72,2022-12-31,9967308,2.65,hungary
73,2023-12-31,10156239,1.9,hungary
74,2024-12-31,9994993,-1.59,hungary
75,2025-12-31,9870870,-1.24,hungary
76,2026-12-31,9789542,-0.82,hungary
77,2027-12-31,9741316,-0.49,hungary
78,2028-12-31,9706442,-0.36,hungary
79,2029-12-31,9675328,-0.32,hungary
80,2030-12-31,9642912,-0.34,hungary
81,2031-12-31,9609082,-0.35,hungary
82,2032-12-31,9573742,-0.37,hungary
83,2033-12-31,9536799,-0.39,hungary
84,2034-12-31,9498246,-0.4,hungary
85,2035-12-31,9458299,-0.42,hungary
86,2036-12-31,9417257,-0.43,hungary
87,2037-12-31,9375191,-0.45,hungary
88,2038-12-31,9332392,-0.46,hungary
89,2039-12-31,9289117,-0.46,hungary
90,2040-12-31,9245460,-0.47,hungary
91,2041-12-31,9201661,-0.47,hungary
92,2042-12-31,9157724,-0.48,hungary
93,2043-12-31,9113778,-0.48,hungary
94,2044-12-31,9070049,-0.48,hungary
95,2045-12-31,9026703,-0.48,hungary
96,2046-12-31,8983698,-0.48,hungary
97,2047-12-31,8941182,-0.47,hungary
98,2048-12-31,8899389,-0.47,hungary
99,2049-12-31,8858142,-0.46,hungary
100,2050-12-31,8817396,-0.46,hungary
101,2051-12-31,8777047,-0.46,hungary
102,2052-12-31,8737265,-0.45,hungary
103,2053-12-31,8697965,-0.45,hungary
104,2054-12-31,8658792,-0.45,hungary
105,2055-12-31,8619464,-0.45,hungary
106,2056-12-31,8579928,-0.46,hungary
107,2057-12-31,8540099,-0.46,hungary
108,2058-12-31,8499632,-0.47,hungary
109,2059-12-31,8458458,-0.48,hungary
110,2060-12-31,8416500,-0.5,hungary
111,2061-12-31,8373776,-0.51,hungary
112,2062-12-31,8330147,-0.52,hungary
113,2063-12-31,8285680,-0.53,hungary
114,2064-12-31,8240475,-0.55,hungary
115,2065-12-31,8194455,-0.56,hungary
116,2066-12-31,8147949,-0.57,hungary
117,2067-12-31,8101297,-0.57,hungary
118,2068-12-31,8054635,-0.58,hungary
119,2069-12-31,8008162,-0.58,hungary
120,2070-12-31,7962169,-0.57,hungary
121,2071-12-31,7916539,-0.57,hungary
122,2072-12-31,7871372,-0.57,hungary
123,2073-12-31,7826885,-0.57,hungary
124,2074-12-31,7783238,-0.56,hungary
125,2075-12-31,7740662,-0.55,hungary
126,2076-12-31,7699028,-0.54,hungary
127,2077-12-31,7658406,-0.53,hungary
128,2078-12-31,7618770,-0.52,hungary
129,2079-12-31,7580028,-0.51,hungary
130,2080-12-31,7542099,-0.5,hungary
131,2081-12-31,7504903,-0.49,hungary
132,2082-12-31,7468382,-0.49,hungary
133,2083-12-31,7432501,-0.48,hungary
134,2084-12-31,7397306,-0.47,hungary
135,2085-12-31,7362885,-0.47,hungary
136,2086-12-31,7329217,-0.46,hungary
137,2087-12-31,7296128,-0.45,hungary
138,2088-12-31,7263754,-0.44,hungary
139,2089-12-31,7232211,-0.43,hungary
140,2090-12-31,7201488,-0.42,hungary
141,2091-12-31,7171583,-0.42,hungary
142,2092-12-31,7142411,-0.41,hungary
143,2093-12-31,7113868,-0.4,hungary
144,2094-12-31,7085998,-0.39,hungary
145,2095-12-31,7058752,-0.38,hungary
146,2096-12-31,7032077,-0.38,hungary
147,2097-12-31,7005913,-0.37,hungary
148,2098-12-31,6980265,-0.37,hungary
149,2099-12-31,6954949,-0.36,hungary
150,2100-12-31,6929830,-0.36,hungary
0,1950-12-31,142650,,iceland
1,1951-12-31,145394,1.92,iceland
2,1952-12-31,147749,1.62,iceland
3,1953-12-31,150738,2.02,iceland
4,1954-12-31,154263,2.34,iceland
5,1955-12-31,157735,2.25,iceland
6,1956-12-31,161059,2.11,iceland
7,1957-12-31,164732,2.28,iceland
8,1958-12-31,168472,2.27,iceland
9,1959-12-31,172000,2.09,iceland
10,1960-12-31,175566,2.07,iceland
11,1961-12-31,179022,1.97,iceland
12,1962-12-31,182415,1.9,iceland
13,1963-12-31,185766,1.84,iceland
14,1964-12-31,189095,1.79,iceland
15,1965-12-31,192309,1.7,iceland
16,1966-12-31,195530,1.67,iceland
17,1967-12-31,198726,1.63,iceland
18,1968-12-31,201471,1.38,iceland
19,1969-12-31,203337,0.93,iceland
20,1970-12-31,204468,0.56,iceland
21,1971-12-31,206171,0.83,iceland
22,1972-12-31,209191,1.46,iceland
23,1973-12-31,212374,1.52,iceland
24,1974-12-31,215281,1.37,iceland
25,1975-12-31,218070,1.3,iceland
26,1976-12-31,220244,1.0,iceland
27,1977-12-31,221887,0.75,iceland
28,1978-12-31,223641,0.79,iceland
29,1979-12-31,225853,0.99,iceland
30,1980-12-31,228263,1.07,iceland
31,1981-12-31,230882,1.15,iceland
32,1982-12-31,233995,1.35,iceland
33,1983-12-31,237131,1.34,iceland
34,1984-12-31,239677,1.07,iceland
35,1985-12-31,241577,0.79,iceland
36,1986-12-31,243357,0.74,iceland
37,1987-12-31,246032,1.1,iceland
38,1988-12-31,249917,1.58,iceland
39,1989-12-31,253042,1.25,iceland
40,1990-12-31,255019,0.78,iceland
41,1991-12-31,257991,1.17,iceland
42,1992-12-31,261262,1.27,iceland
43,1993-12-31,263932,1.02,iceland
44,1994-12-31,266224,0.87,iceland
45,1995-12-31,267681,0.55,iceland
46,1996-12-31,269137,0.54,iceland
47,1997-12-31,271356,0.82,iceland
48,1998-12-31,274285,1.08,iceland
49,1999-12-31,277626,1.22,iceland
50,2000-12-31,281462,1.38,iceland
51,2001-12-31,285238,1.34,iceland
52,2002-12-31,287798,0.9,iceland
53,2003-12-31,289801,0.7,iceland
54,2004-12-31,292361,0.88,iceland
55,2005-12-31,297029,1.6,iceland
56,2006-12-31,304070,2.37,iceland
57,2007-12-31,311853,2.56,iceland
58,2008-12-31,317715,1.88,iceland
59,2009-12-31,318800,0.34,iceland
60,2010-12-31,318333,-0.15,iceland
61,2011-12-31,319293,0.3,iceland
62,2012-12-31,320979,0.53,iceland
63,2013-12-31,324024,0.95,iceland
64,2014-12-31,327644,1.12,iceland
65,2015-12-31,331060,1.04,iceland
