Macrotrends Data Download

Netherlands Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,2028.1599,7.7069
2001-12-31,2175.7327,8.0595
2002-12-31,2544.8091,8.6491
2003-12-31,3244.3557,9.0566
2004-12-31,3689.4299,9.1107
2005-12-31,3823.5015,9.0967
2006-12-31,4080.2324,9.0806
2007-12-31,4696.1382,9.0529
2008-12-31,5382.4722,9.2766
2009-12-31,5282.7358,9.9929
2010-12-31,5191.728,10.1552
2011-12-31,5562.0962,10.2335
2012-12-31,5284.6865,10.5391
2013-12-31,5532.687,10.5836
2014-12-31,5601.9023,10.5671
2015-12-31,4676.562,10.3239
2016-12-31,4753.6743,10.2943
2017-12-31,4934.5752,10.1083
2018-12-31,5336.9844,10.0318
2019-12-31,5335.3013,10.1303
