Macrotrends Data Download

Estonia Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,209.7131,5.157
2001-12-31,214.7041,4.7771
2002-12-31,250.4802,4.7004
2003-12-31,349.058,4.8596
2004-12-31,455.0681,5.1196
2005-12-31,524.6801,5.058
2006-12-31,600.5079,4.7653
2007-12-31,832.7331,4.9833
2008-12-31,1038.5623,5.7103
2009-12-31,963.0197,6.5122
2010-12-31,926.4542,6.2712
2011-12-31,1015.9683,5.7668
2012-12-31,1013.3142,5.7903
2013-12-31,1144.6469,5.9779
2014-12-31,1238.927,6.0808
2015-12-31,1112.9141,6.3463
2016-12-31,1186.1028,6.4296
2017-12-31,1350.3806,6.5918
2018-12-31,1552.6324,6.6864
2019-12-31,1598.8188,6.7304
