Macrotrends Data Download

Portugal Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,995.3421,8.601
2001-12-31,1015.5497,8.6275
2002-12-31,1139.403,8.7864
2003-12-31,1443.3779,9.1242
2004-12-31,1723.744,9.5325
2005-12-31,1814.3545,9.6531
2006-12-31,1857.6451,9.3542
2007-12-31,2112.5288,9.2519
2008-12-31,2391.9812,9.5831
2009-12-31,2346.542,10.1307
2010-12-31,2259.3037,10.0325
2011-12-31,2255.9692,9.7307
2012-12-31,1980.0187,9.6539
2013-12-31,2030.6301,9.4049
2014-12-31,2059.9265,9.3429
2015-12-31,1790.5341,9.3165
2016-12-31,1875.2422,9.3944
2017-12-31,1998.0647,9.3058
2018-12-31,2216.3066,9.4126
2019-12-31,2221.4392,9.5315
