Macrotrends Data Download

Belgium Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,1849.916,7.9992
2001-12-31,1879.9348,8.1499
2002-12-31,2084.72,8.3182
2003-12-31,2828.3335,9.2082
2004-12-31,3326.6372,9.3672
2005-12-31,3419.6931,9.2611
2006-12-31,3558.1213,9.161
2007-12-31,4078.147,9.1661
2008-12-31,4670.4229,9.63
2009-12-31,4653.4365,10.3546
2010-12-31,4544.7798,10.2332
2011-12-31,4943.7969,10.3921
2012-12-31,4706.4702,10.5065
2013-12-31,4947.7695,10.5613
2014-12-31,5072.9507,10.5941
2015-12-31,4291.4897,10.4307
2016-12-31,4534.23,10.7732
2017-12-31,4775.8125,10.7831
2018-12-31,5134.4146,10.7647
2019-12-31,4960.3936,10.656
