Macrotrends Data Download

Slovenia Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,796.647,7.8041
2001-12-31,826.2258,7.876
2002-12-31,944.8714,8.0212
2003-12-31,1203.0635,8.0988
2004-12-31,1368.6487,7.9396
2005-12-31,1449.1892,7.996
2006-12-31,1541.6643,7.8232
2007-12-31,1795.9504,7.5114
2008-12-31,2179.4524,7.8547
2009-12-31,2125.0569,8.5408
2010-12-31,2017.1466,8.565
2011-12-31,2147.8052,8.5364
2012-12-31,1974.854,8.7151
2013-12-31,2055.3813,8.7403
2014-12-31,2062.3848,8.502
2015-12-31,1775.8608,8.4982
2016-12-31,1835.4073,8.463
2017-12-31,1925.0348,8.1852
2018-12-31,2169.5791,8.2794
2019-12-31,2219.1006,8.5239
