Macrotrends Data Download

Latvia Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,181.5707,5.44
2001-12-31,205.0205,5.7776
2002-12-31,237.2952,5.77
2003-12-31,280.5088,5.4898
2004-12-31,393.2981,6.2168
2005-12-31,440.8098,5.8477
2006-12-31,552.3016,5.7183
2007-12-31,775.1915,5.5223
2008-12-31,913.5215,5.6001
2009-12-31,744.6616,6.1193
2010-12-31,689.0772,6.1195
2011-12-31,764.5917,5.5424
2012-12-31,745.5175,5.3809
2013-12-31,807.13,5.3675
2014-12-31,856.7665,5.4661
2015-12-31,775.8643,5.6547
2016-12-31,874.7977,6.1359
2017-12-31,932.5016,5.9703
2018-12-31,1101.4926,6.191
2019-12-31,1166.7979,6.5781
