Macrotrends Data Download

Greece Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,885.4104,7.2433
2001-12-31,1004.8154,7.9878
2002-12-31,1168.8241,8.2338
2003-12-31,1566.4098,8.4492
2004-12-31,1782.6959,8.0939
2005-12-31,1935.2676,8.5647
2006-12-31,2052.8755,8.2587
2007-12-31,2426.7595,8.3981
2008-12-31,2840.5085,8.8277
2009-12-31,2809.0596,9.4069
2010-12-31,2564.3694,9.5966
2011-12-31,2338.915,9.1933
2012-12-31,1948.2485,8.9238
2013-12-31,1813.8779,8.3668
2014-12-31,1705.1145,7.9078
2015-12-31,1452.052,8.0689
2016-12-31,1488.1981,8.3211
2017-12-31,1505.9459,8.1031
2018-12-31,1572.6842,7.9588
2019-12-31,1500.595,7.8379
