Macrotrends Data Download

Russia Healthcare Spending 2000-2022


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Per Capita (US $), % of GDP, 
2000-12-31,95.4121,5.0199
2001-12-31,118.1095,5.2428
2002-12-31,140.7554,5.5217
2003-12-31,164.6477,5.1637
2004-12-31,209.1971,4.7604
2005-12-31,271.8846,4.7718
2006-12-31,352.5519,4.7665
2007-12-31,461.5053,4.7479
2008-12-31,609.1602,4.9036
2009-12-31,515.8545,5.6439
2010-12-31,566.0909,4.9711
2011-12-31,682.6606,4.7949
2012-12-31,757.0446,4.9364
2013-12-31,807.0765,5.081
2014-12-31,737.6492,5.1821
2015-12-31,498.056,5.296
2016-12-31,464.8978,5.2897
2017-12-31,579.6722,5.3589
2018-12-31,609.0092,5.3552
2019-12-31,653.4172,5.6485
